english	translation	category	sub_category	source
You can now use the Temple on the Salve to Morytania and easy Revenant cave Agility shortcuts.	サルベテンプルからモリテニアへのショートカットとかんたんリベナントのどうくつアジリティショートカットがつかえるようになりました。	lvl_up_msg	Agility	Agility level up messages
You can now use the Cosmic Temple advanced narrow walkway Agility shortcut and jump the stepping stone from Lumbridge to the Desert.	コスミックテンプルこうきゅうせまいろうかアジリティショートカットとラムブリッジからさばくへのとびいしがつかえるようになりました。	lvl_up_msg	Agility	Agility level up messages
You can now use the Elven Overpass medium cliffside scramble and the Ice Mountain western scramble Agility shortcuts.	エルフオーバーパスちゅうどがけあがりとアイスマウンテンにしがけあがりアジリティショートカットがつかえるようになりました。	lvl_up_msg	Agility	Agility level up messages
You can now use the northern scramble at the Arceuus essence mine.	アルセウスエッセンスさいくつばのきたがけあがりがつかえるようになりました。	lvl_up_msg	Agility	Agility level up messages
You can now use the Dorgeshuun and Pollnivneach Courses, use the Taverley Dungeon dragon and Fossil Island hardwood shortcuts, access the Saradomin God Wars Dungeon area and equip Rings of Endurance	ドルゲシュンとポルニブニーチコース、タバリーダンジョンドラゴンとかせきじまこうきゅうもくショートカット、サラドミンゴッドウォーズダンジョンエリアにアクセス、エンデュランスのゆびわをそうびできるようになりました。	lvl_up_msg	Agility	Agility level up messages
You can now use the Slayer tower advanced spiked chain climb Agility shortcut and the Gu'Tanoth wall climb if you have completed the Watchtower quest.	スレイヤータワーこうきゅうてつのくさりのぼりアジリティショートカットとウォッチタワークエストをかんりょうしていれば、グータノスのかべのぼりがつかえるようになりました。	lvl_up_msg	Agility	Agility level up messages
You can now enter Floor 3 of the Hallowed Sepulchre, and use the Stronghold Slayer Cave narrow tunnel and Asgarnian Ice Dungeon wyvern tunnel.	ハロードセピュルクレの3かいにはいって、ストロングホールドスレイヤーどうくつのせまいトンネルとアスガーニアンアイスダンジョンのワイバーントンネルがつかえるようになりました。	lvl_up_msg	Agility	Agility level up messages
You can now use the Troll Stronghold wall-climb and the western descent at the Arceuus essence mine.	トロールストロングホールドのかべのぼりとアルセウスエッセンスさいくつばのにしのくだりがつかえるようになりました。	lvl_up_msg	Agility	Agility level up messages
You can now use the Lava Dragon Isle lava jump and the Meiyerditch Laboratory tunnels.	ラバドラゴンアイルのようがんとび、メイヤーディッチラボラトリーのトンネルがつかえるようになりました。	lvl_up_msg	Agility	Agility level up messages
You can now use the Prifddinas Agility Course, the medium Revenant Cave shortcuts and the Forthos Dungeon shortcut.	プリフディナスアジリティコース、ちゅうどリベナントのどうくつショートカット、フォルトスダンジョンショートカットがつかえるようになりました。	lvl_up_msg	Agility	Agility level up messages
You can now use the island crossing near Zul-Andra.	ズラアンドラちかくのしまわたりがつかえるようになりました。	lvl_up_msg	Agility	Agility level up messages
You can now use the Shilo Village river crossing.	シーロビレッジのかわわたりがつかえるようになりました。	lvl_up_msg	Agility	Agility level up messages
You can now use the Iorwerth Dungeon northern shortcut.	イオルウェルスダンジョンのきたショートカットがつかえるようになりました。	lvl_up_msg	Agility	Agility level up messages
You can now use the Kharazi Jungle vine climb.	カラジジャングルのつるのぼりがつかえるようになりました。	lvl_up_msg	Agility	Agility level up messages
You can now use the Rellekka course and the Taverley Dungeon spiked blades jump Agility shortcut.	レルカコースとタバリーダンジョンのトゲうつぶのとびアジリティショートカットがつかえるようになりました。	lvl_up_msg	Agility	Agility level up messages
You can now use the Slayer Dungeon spiked blades jump Agility shortcut.	スレイヤーダンジョンのトゲうつぶのとびアジリティショートカットがつかえるようになりました。	lvl_up_msg	Agility	Agility level up messages
You can now enter Floor 4 of the Hallowed Sepulchre and use the Lava Maze stepping stone shortcut.	ハロードセピュルクレの4かいにはいって、ラバメイズのとびいしショートカットがつかえるようになりました。	lvl_up_msg	Agility	Agility level up messages
You can now use the Brimhaven Dungeon eastern stepping stones shortcut.	ブリムヘイブンダンジョンのひがしとびいしショートカットがつかえるようになりました。	lvl_up_msg	Agility	Agility level up messages
You can now use the Iorwerth Dungeon southern shortcut.	イオルウェルスダンジョンのみなみショートカットがつかえるようになりました。	lvl_up_msg	Agility	Agility level up messages
You can now use the Elven Overpass advanced cliffside scramble.	エルフオーバーパスこうきゅうがけあがりがつかえるようになりました。	lvl_up_msg	Agility	Agility level up messages
You can now use the Kalphite Lair crevice.	カルファイトレアのすきまがつかえるようになりました。	lvl_up_msg	Agility	Agility level up messages
You can now use the Brimhaven Dungeon vine climb.	ブリムヘイブンダンジョンのつるのぼりがつかえるようになりました。	lvl_up_msg	Agility	Agility level up messages
You can now use the Karuulm dungeon pipe shortcut.	カルムダンジョンのパイプショートカットがつかえるようになりました。	lvl_up_msg	Agility	Agility level up messages
You can now use the hard Revenant cave shortcuts.	むずかしいリベナントのどうくつショートカットがつかえるようになりました。	lvl_up_msg	Agility	Agility level up messages
You can now use the Ardougne course.	アードゥーニュコースがつかえるようになりました。	lvl_up_msg	Agility	Agility level up messages
You can now use the Viyeldi Caves cliff shortcut.	ビエルディーのどうくつのがけショートカットがつかえるようになりました。	lvl_up_msg	Agility	Agility level up messages
You can now enter Floor 5 of the Hallowed Sepulchre.	ハロードセピュルクレの5かいにはいれるようになりました。	lvl_up_msg	Agility	Agility level up messages
You can now use the advanced shortcut to the Meiyerditch Laboratories (with 78 mining).	メイヤーディッチラボラトリーへのこうきゅうショートカット（78のさいくつ）がつかえるようになりました。	lvl_up_msg	Agility	Agility level up messages
You can now wield Steel Weaponry!	スチールぶきがえられるようになりました。	lvl_up_msg	Attack	Attack level up messages
You can now wield Black Weaponry and members can wield White Weaponry!	ブラックぶきがえられるようになって、メンバーはホワイトぶきがえられます。	lvl_up_msg	Attack	Attack level up messages
You can now wield Mithril Weaponry!	ミスリルぶきがえられるようになりました。	lvl_up_msg	Attack	Attack level up messages
You can now wield Adamant Weaponry and members can wield Swamp Lizards and Bryophyta's Staff!	アダマントぶきがえられるようになって、メンバーはスワンプリザードとブリオフィータのつえがえられます。	lvl_up_msg	Attack	Attack level up messages
You can now wield Rune Weaponry and Barronite maces. Members can wield Brine Sabres and Ivandis Flails!	ルーンぶきとバローナイトめいすがえられるようになって、メンバーはブラインセイバーとアイバンディスフレイルがえられます。	lvl_up_msg	Attack	Attack level up messages
Members can now wield Void Knight equipment!	メンバーはボイドナイトそうびがえられるようになりました。	lvl_up_msg	Attack	Attack level up messages
Members can now wield Granite weapons, Blisterwood weapons, Keris daggers and the Ancient Sceptre!	メンバーはグラナイトぶき、ブリスターウッドぶき、ケリスダガー、いにしえのしょくぶがえられるようになりました。	lvl_up_msg	Attack	Attack level up messages
Members can now wield Dragon Weaponry, Viggora's Chainmace, The Colossal Blade, Red Salamanders and the Keris Partisan!	メンバーはドラゴンぶき、ビゴラのチェーンメイス、だいだいブレード、あかいサラマンダー、ケリスパルチザンがえられるようになりました。	lvl_up_msg	Attack	Attack level up messages
You can now wield the 3rd age longsword, 3rd Age Druidic staff (with 65 prayer), the Sarachnis Cudgel and Keris partisans!	だいさんじだいのながもの、だいさんじだいのドルイドのつえ（きのう65）、サラクニスのこんぼう、ケリスパルチザンがえられるようになりました。	lvl_up_msg	Attack	Attack level up messages
Members can now wield the Saradomin Sword, the Abyssal Whip & Dagger, the Zamorak Spear, the Ursine Chainmace, Crystal Equipment and Barrows weaponry!	メンバーはサラドミンのけん、あびすスウィップとダガー、ザモラクのやり、アーサインチェーンメイス、クリスタルそうび、バロウズぶきがえられるようになりました。	lvl_up_msg	Attack	Attack level up messages
Members can now wield Black Salamanders, the Saradomin Sword, the Abyssal Whip & Dagger, the Zamorak Spear, the Ursine Chainmace, Crystal Equipment and Barrows weaponry!	メンバーはくろいサラマンダー、サラドミンのけん、あびすスウィップとダガー、ザモラクのやり、アーサインチェーンメイス、クリスタルそうび、バロウズぶきがえられるようになりました。	lvl_up_msg	Attack	Attack level up messages
Members can now wield the Saradomin Sword, the Abyssal Whip, Dagger & Bludgeon, the Zamorak Spear, the Ursine Chainmace, Crystal Equipment and Barrows weaponry!	メンバーはサラドミンのけん、あびすスウィップ、ダガー、ぶどうげん、ザモラクのやり、アーサインチェーンメイス、クリスタルそうび、バロウズぶきがえられるようになりました。	lvl_up_msg	Attack	Attack level up messages
Members can now wield Black Salamanders, the Saradomin Sword, the Abyssal Whip, Dagger & Bludgeon, the Zamorak Spear, the Ursine Chainmace, Crystal Equipment and Barrows weaponry!	メンバーはくろいサラマンダー、サラドミンのけん、あびすスウィップ、ダガー、ぶどうげん、ザモラクのやり、アーサインチェーンメイス、クリスタルそうび、バロウズぶきがえられるようになりました。	lvl_up_msg	Attack	Attack level up messages
Members can now wield Godswords, the Blessed Saradomin Sword, Abyssal Tentacle, Staff of the Dead, Staff of Light, Staff of Balance, Dinh's Bulwark, Arclight, Vesta's blighted longsword and the Voidwaker!	メンバーはゴッドのけん、しゅくふくされたサラドミンのけん、あびすしょくしゅ、しのつえ、ひかりのつえ、ちょうわのつえ、ディンスのぼうがい、あーくらいと、ベスタののろわれたながもの、ボイドウェイカーがえられるようになりました。	lvl_up_msg	Attack	Attack level up messages
Members can now wield the Dragon Hunter Lance!	メンバーはドラゴンハンターランスがえられるようになりました。	lvl_up_msg	Attack	Attack level up messages
Members can now wield the Scythe of Vitur, the Ghrazi Rapier, the Inquisitor's Mace, the Blade of Saeldor and the upgraded Keris Partisan!	メンバーはビトゥルのかま、グラジラピエ、しゅうもんぐみのめいす、サエルドルのやいば、こうきゅうされたケリスパルチザンがえられるようになりました。	lvl_up_msg	Attack	Attack level up messages
Members can now wield Osmumten's Fang!	メンバーはオスムムテンのきばがえられるようになりました。	lvl_up_msg	Attack	Attack level up messages
You can now build: Torn curtains Brown rug	つくれるようになりました：やぶれたカーテン ちゃいろいじゅうたん	lvl_up_msg	Construction	Construction level up messages
You can now build: Clay fireplace	つくれるようになりました：ねんどのろばだ	lvl_up_msg	Construction	Construction level up messages
You can now build: Wooden bookcase	つくれるようになりました：もくせいのほんだな	lvl_up_msg	Construction	Construction level up messages
You can now build: Firepit, Tree, Decorative Rock, Cat blanket	つくれるようになりました：かしぎ、き、そうしょくいし、ねここひん	lvl_up_msg	Construction	Construction level up messages
You can now build: Wooden shelves 1 Mid-level plants	つくれるようになりました： もくせいの たな 1 ちゅうレベル しょくぶつ	lvl_up_msg	Construction	Construction level up messages
You can now build: Pump and drain Beer barrel	つくれるようになりました：ポンプとどれいん ビールたる	lvl_up_msg	Construction	Construction level up messages
You can now build: Wooden chair	つくれるようになりました： もくせいの いす	lvl_up_msg	Construction	Construction level up messages
You can now build: Wooden larder	つくれるようになりました： もくせいの しょくりょうぐみ	lvl_up_msg	Construction	Construction level up messages
You can now build: Wooden dining bench, Wooden dining table, Nice tree, Pond	つくれるようになりました：もくせいのしょくじベンチ、もくせいのしょくじテーブル、すてきなき、いけ	lvl_up_msg	Construction	Construction level up messages
You can now build: Firepit with hook	つくれるようになりました：フックつきかしぎ	lvl_up_msg	Construction	Construction level up messages
Cider barrel, High-level plants, STASH units (beginner)	シードルたる、こうレベルのしょくぶつ、スタッシュユニット（ショシンシャ）	lvl_up_msg	Construction	Construction level up messages
You can now build: Rug	つくれるようになりました：じゅうたん	lvl_up_msg	Construction	Construction level up messages
You can now build: Rocking chair	つくれるようになりました： ゆりいす	lvl_up_msg	Construction	Construction level up messages
Oak tree, Imp Statue	オークのき、インプぞう	lvl_up_msg	Construction	Construction level up messages
You can now build: Crafting table 1 Pluming stand Oak wall decoration	つくれるようになりました：クラフティングテーブル1 ヒョウのスタンド オークかべそうしょく	lvl_up_msg	Construction	Construction level up messages
You can now build: Wooden workbench Firepit with pot	つくれるようになりました：もくせいのおしごとベンチ なべつきかしぎ	lvl_up_msg	Construction	Construction level up messages
You can now build: Asgarnian Ale barrel Curtains	つくれるようになりました：アスガーニアンエールたる カーテン	lvl_up_msg	Construction	Construction level up messages
You can now build: Oak chair Cat basket	つくれるようになりました：オークのいす ねここかご	lvl_up_msg	Construction	Construction level up messages
You can now build: Wooden bed Shoe box	つくれるようになりました：もくせいのベッド くつばこ	lvl_up_msg	Construction	Construction level up messages
You can now build: Wooden shaving stand	つくれるようになりました： もくせいの ぞりたて	lvl_up_msg	Construction	Construction level up messages
You can now build: Oak dining bench Oak dining table	つくれるようになりました： オークの ダイニングベンチ オークの ダイニングテーブル	lvl_up_msg	Construction	Construction level up messages
You can now build: Wooden shelves 3	つくれるようになりました： もくせいの たな 3	lvl_up_msg	Construction	Construction level up messages
You can now build: Small oven	つくれるようになりました： ちいさい オーブン	lvl_up_msg	Construction	Construction level up messages
You can now build: Crafting table 2 Tool store 2 Oak clock	つくれるようになりました：クラフティングテーブル2 どうぐぐら2 オークどけい	lvl_up_msg	Construction	Construction level up messages
You can now build: Oak armchair Greenman's Ale barrel Rope bell-pull	つくれるようになりました：オークのあんらくいす グリーンマンエールたる ロープベルプル	lvl_up_msg	Construction	Construction level up messages
You can now build: Pump and tub, Oak chest of drawers, STASH units (easy), Oak staircase, Trophy pedestal	つくれるようになりました：ポンプとおふろ、オークのふなぐ、スタッシュユニット（かんたん）、オークのかいだん、ゆしょうだい	lvl_up_msg	Construction	Construction level up messages
You can now build: Trailblazer rug Rug Suit of armour	つくれるようになりました：トレイルブレーザーじゅうたん じゅうたん よろいのかざり	lvl_up_msg	Construction	Construction level up messages
You can now build: Large oven Oak bookcase Oak shaving stand	つくれるようになりました：おおきいおーぶん オークのほんだな オークのひげそりスタンド	lvl_up_msg	Construction	Construction level up messages
You can now build: Oak bed, Hoop-and-stick game, Willow tree, Small storage unit, Banner Stand	つくれるようになりました：オークのベッド、ボール・アンド・スティックゲーム、ヤナギのき、ちいさいちゅうぞこ、のぼりスタンド	lvl_up_msg	Construction	Construction level up messages
You can now build: Carved oak dining bench Carved oak dining table	つくれるようになりました： ほられた オークの ダイニングベンチ ほられた オークの ダイニングテーブル	lvl_up_msg	Construction	Construction level up messages
You can now build: Oak kitchen table, Oak workbench, Boxing ring, Trailblazer globe, League statue	つくれるようになりました：オークのだいどころテーブル、オークのおしごとベンチ、ボクシングリング、トレイルブレーザーちきゅう、リーグぞう	lvl_up_msg	Construction	Construction level up messages
You can now build: Stone fireplace Oak larder Cushioned cat basket	つくれるようになりました：せきのろばだ オークのちゅうかん クッションねここかご	lvl_up_msg	Construction	Construction level up messages
Oak prize chest, Boxing glove rack, Oak outfit stand	オークのゆしょうはこ、ボクシンググローブラック、オークのふくスタンド	lvl_up_msg	Construction	Construction level up messages
Fire of Nourishment, Fire of Eternal Light, Small portrait	ようようのひ、えいえんのひかりのひ、ちいさいしょうぞう	lvl_up_msg	Construction	Construction level up messages
You can now build: Dragon bitter barrel, Oak Trophy Case, Teak wall decoration, Mounted Bass	つくれるようになりました：ドラゴンビターたる、オークゆしょうケース、チークかべそうしょく、かべづけバス	lvl_up_msg	Construction	Construction level up messages
You can now build: Oak dresser, Lesser magical balance, Teak bell-pull, Grassland pet habitat, Oak pet feeder, Oak pet house	つくれるようになりました：オークのたんす、ちょっとまほうてきなバランス、チークベルプル、そうげんペットすみか、オークペットエサやり、オークペットおうち	lvl_up_msg	Construction	Construction level up messages
You can now build: Teak dining bench, Teak dining table, Small map, Minor slayer monster head, Pet list	つくれるようになりました：チークしょくじベンチ、チークしょくじテーブル、ちいさいちず、ちいさいスレイヤーかいぶつあたま、ペットリスト	lvl_up_msg	Construction	Construction level up messages
You can now build: Oak wardrobe (bedroom), Clay attack stone, Jester game, Oak pet scratching post	つくれるようになりました：オークのいふく（ねやすみか）、ねんどのこうげきいし、ピエロゲーム、オークペットっかきポスト	lvl_up_msg	Construction	Construction level up messages
You can now build: Teak bed, Mahogany bookcase, S.T.A.S.H chart, Opulent curtains, Oak lectern, Tip jar	つくれるようになりました：チークのベッド、マホガニーのほんだな、スタッシュちゃーと、ぜいたくなカーテン、オークのこうしだい、さっぽとりびん	lvl_up_msg	Construction	Construction level up messages
You can now build: Shield easel, Globe, Fencing ring, Rune display case	つくれるようになりました：たてイーゼル、ちきゅう、さくリング、ルーンけいじばん	lvl_up_msg	Construction	Construction level up messages
Fancy range, STASH units (medium), Crystal ball, Mounted sword, Oak wardrobe (costume room)	ほこりっぽいはんい、スタッシュユニット（ちゅうど）、みたまのたま、かべづけけん、オークのいふく（こすぷれへや）	lvl_up_msg	Construction	Construction level up messages
You can now build: Teak larder Alchemical chart	つくれるようになりました：チークのちゅうかん れんきんじゅつちゃーと	lvl_up_msg	Construction	Construction level up messages
Oak Telescope, Teak prize chest, Weapons rack, Small landscape, Oak fancy dress box	オークぼうえんきょう、チークゆしょうはこ、ぶきラック、ちいさいけしき、オークおめかしボックス	lvl_up_msg	Construction	Construction level up messages
Maple tree, Icon of Gnome Child, Steel torches (chapel), Oak altar	カエデのき、ノームこどものあいこん、スチールたいまつ（れいはい）、オークのえんだん	lvl_up_msg	Construction	Construction level up messages
You can now build: Steel framed workbench Teak dresser Oak armour case	つくれるようになりました：スチールふれームおしごとベンチ チークたんす オークてつそうびケース	lvl_up_msg	Construction	Construction level up messages
You can now build: Gold Sink, Sink, Oak demon lectern, Oak eagle lectern, Mythical cape, Cape of Legends, Amulet of Glory, Anti- Dragon Shield, Forest pet habitat	つくれるようになりました：きんのしんく、しんく、オークのおにこうしだい、オークのわしこうしだい、でんせつのマント、でんせつのマント、こうえいのまもりひ、ドラゴンぼうぎょ、もりペットすみか	lvl_up_msg	Construction	Construction level up messages
You can now build: Chef's Delight barrel, Combat dummy, Teak staircase, Symbol of Zamorak, Symbol of Guthix, Saradomin symbol, League Accomplishments Scroll, Oak treasure	つくれるようになりました：シェフのよろこびたる、せんとうおとしごみ、チークのかいだん、ザモラクのしるし、ガスティックスのしるし、サラドミンのしるし、リーグたっせいスクロール、オークたからもの	lvl_up_msg	Construction	Construction level up messages
You can now build: Treasure hunt fairy house, Shuttered chapel window, Small chapel statue, Chapel windchimes, Wooden torches (chapel), Teak pet scratching post	つくれるようになりました：たからさがしようせいおうち、とじたれいはいまど、ちいさいれいはいぞう、れいはいふうりんおと、もくせいたいまつ（れいはい）、チークペットっかきポスト	lvl_up_msg	Construction	Construction level up messages
