english	translation	category	sub_category	source
Not as such. If any of us get sick we kidnap a doctor and don't let him go until we're better.	そうではない。びょうきになったらいしゃをゆうかいして、なおしるまではなしさない。	dialogue	'Beedy-eye' Jones	'Beedy-eye' Jones
You'd be surprised what an incentive for expert health care that is.	それがせんもんてきないりょうにたいするだいきなどうきとなることにおどろきかれることでしょう。	dialogue	'Beedy-eye' Jones	'Beedy-eye' Jones
I can imagine.	そうぞうできる。	dialogue	'Beedy-eye' Jones	Player
Hello there. So what brings you aboard the Lady Zay?	こんにちは。レディ・ゼイにじょうせんしたりゆうは？	dialogue	'Beedy-eye' Jones	'Beedy-eye' Jones
Well, I was planning on visiting the Moon Clan, but I have to say your ship is very impressive.	まあ、ムーンクランをほうもんするつもりだったが、おまえのふねはとてもいんしょうてきだといいわざるをえない。	dialogue	'Beedy-eye' Jones	Player
Aye, she's a beauty alright! The Lady Zay has been my home for many hard months, through storm and sun, and she always gets us to here we were headed!	ああ、かのじょはほんとうにびしい！レディ・ゼイは、あらしのにちもたいようのにちも、きびしいかずヶつきのあいだ、わたしのいえだった！	dialogue	'Beedy-eye' Jones	'Beedy-eye' Jones
Yes, she's certainly one of the finest boats I've seen on my travels!	そう、かのじょはわたしがたびさきでみたちゅうでもっともすばらしいらしいふねのひとつだ！	dialogue	'Beedy-eye' Jones	Player
That she is [lad/lass], that she is.	かのじょはそうだ[おぼうちゃん/おじょうさん］、そうなんだ。	dialogue	'Beedy-eye' Jones	'Beedy-eye' Jones
Hello to you too.	こんにちは。	dialogue	'Beedy-eye' Jones	'Beedy-eye' Jones
Yar! We be pirates, yar! Avast, ye scurvy land-lubbing lychee!	ヤー！おれたちはかいぞくだ、ヤー！アバスト、このぎたないうみぼとたちよ、ライチなんかめじゃないぜ！	dialogue	'Beedy-eye' Jones	Player
Please don't talk like that, it is extremely irritating.	そんないいほうはやめてくれ、ひじょうにイライラする。	dialogue	'Beedy-eye' Jones	'Beedy-eye' Jones
Also, please don't call me a lychee, whatever that may be.	あと、ライチとよびばないでください、それがなにであろうと。	dialogue	'Beedy-eye' Jones	'Beedy-eye' Jones
Oh. Okay. Sorry.	ああ... わかった。すまん。	dialogue	'Beedy-eye' Jones	Player
So how's life as a pirate?	かいぞくとしてのせいかつはどうだい？	dialogue	'Beedy-eye' Jones	Player
What kind of question is that? How's life as a... I dunno. Whatever it is that you do for a living.	どんなしつもんですか？...としてのせいかつはどうですか？わからないよ。せいかつのためにしていることがなにであれ。	dialogue	'Beedy-eye' Jones	'Beedy-eye' Jones
I'm a freelance troubleshooter.	わたしはフリーランスの トラブルシューターなんだ。	dialogue	'Beedy-eye' Jones	Player
What does that entail then?	では、それはなにをいみするのか？	dialogue	'Beedy-eye' Jones	'Beedy-eye' Jones
Mostly killing things for money and delivering items around the planet for people.	ぬしに、おきんのためにモノをころし、ひと々のためにちきゅうじょうにモノをとどける。	dialogue	'Beedy-eye' Jones	Player
I collect stuff.	わたしはものをあつめている。	dialogue	'Beedy-eye' Jones	Player
So how's that life?	それで、そのせいかつはどうだい？	dialogue	'Beedy-eye' Jones	'Beedy-eye' Jones
Can't complain, can't complain...	もんくはいいえない、もんくはいいえない...	dialogue	'Beedy-eye' Jones	Player
Well, there you go.	まあ、そうだろう。	dialogue	'Beedy-eye' Jones	'Beedy-eye' Jones
Sorry, can't stop, the Captain will have my guts for garters if he catches me slacking off talking to the stowaway.	ごめん、やめられないんだ。みっこうしゃとだらだらはなしているところをせんちょうにみつかったら、ないぞうをガーターにされちゃうからね。	dialogue	'Beedy-eye' Jones	'Beedy-eye' Jones
I'm not a stowaway! I was invited aboard!	みっこうしゃではないよ！しょうたいされたんだよ！	dialogue	'Beedy-eye' Jones	Player
Yeah, whatever [guy/lady], it doesn't really matter who you are I'll get in trouble!	そうだね、きみがだれであろうと、おれはトラブルにまきこみまれるよ！	dialogue	'Beedy-eye' Jones	'Beedy-eye' Jones
You know, I've always wondered what life as a pirate actually entails.	かいぞくとしてのせいかつがじっさいどのようなものなのか、わたしはずっとぎもんにおもっていました。	dialogue	'Beedy-eye' Jones	Player
Well, at the moment it mostly involves being asked random questions by a stowaway.	まあ、げんじてんでは、みっこうしゃからランダムにしつもんされることがほとんどだよね。	dialogue	'Beedy-eye' Jones	'Beedy-eye' Jones
I'm not a stowaway! I was invited aboard! By Lokar! Ask him!	みっこうしゃではないよ！しょうたいされたんだよ！ロカールに！かれにききいてみてくれ！	dialogue	'Beedy-eye' Jones	Player
Hey, whatever [love/pal]. Just make sure the captain doesn't catch you, pirates don't like stowaways much.	やあ、なにでもいいんだ。せんちょうにとらえまらないようにきをつけてください。かいぞくはみっこうしゃをあまりすきまないからね。	dialogue	'Beedy-eye' Jones	'Beedy-eye' Jones
What are you cooking?	なにをりょうりしているんですか？	dialogue	'Beefy' Burns	Player
My speciality! What else could I be cooking?	わたしのとくいりょうり！ほかになにをさくるのだろう？	dialogue	'Beefy' Burns	'Beefy' Burns
Ok, and your speciality is...?	あなたのとくいりょうりは？	dialogue	'Beefy' Burns	Player
Boiled shark guts with a hint of rosemary and a dash of squid ink.	ゆでたサメのないぞうにローズマリーといかすみをくわえたもの。	dialogue	'Beefy' Burns	'Beefy' Burns
I think I'll stick to making my own food.	わたしはじぶんでさくることにこだわるとおもう。	dialogue	'Beefy' Burns	Player
Your loss!	あなたのそんしつだ！	dialogue	'Beefy' Burns	'Beefy' Burns
Hello.	こんにちは。	dialogue	'Betty' B.Boppin	Player
Ah, good day to you [milady/sirrah]! Your face is unfamiliar, did you perhaps join us aboard the ship at Lunar Isle?	ああ、ごきげんよう［ミレディ／シラー］！みなれれないかおだが、もしかしてルナアイルのふねでわれ々にごうりゅうしたのか？	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
No, Lokar offered me a lift in Rellekka actually.	いや、みはロカーがレレッカでのりせてくれるといってくれたんだ。	dialogue	'Betty' B.Boppin	Player
Oh, really? You don't look like a Fremennik to me!	へえ、そうなんだ。わたしにはあなたがフレメニックにはみえない！	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
Well... I kind of am, and I kind of aren't. It's a long story.	まあ... じぶんはそうだし、そうじゃない。はなしせばながくなる。	dialogue	'Betty' B.Boppin	Player
Sorry I don't have time to hear it then! See you around young fremennik-who-is-not-really-a-fremennik!	それじゃあ、じかんがなくてききけなくてざんねんだ！またかいおう、わかきほんとうはフレメニクではないフレメニクよ！	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
'Bye.	さようなら。	dialogue	'Betty' B.Boppin	Player
You know, I've always wondered what life as a pirate actually entails.	かいぞくとしてのせいかつがじっさいどのようなものなのか、わたしはずっとぎもんにおもっていました。	dialogue	'Betty' B.Boppin	Player
Well, at the moment it mostly involves being asked random questions by a stowaway.	まあ、げんじてんでは、みっこうしゃからランダムにしつもんされることがほとんどだよね。	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
I'm not a stowaway! I was invited aboard! By Lokar! Ask him!	みっこうしゃではないよ！しょうたいされたんだよ！ロカールに！かれにききいてみてくれ！	dialogue	'Betty' B.Boppin	Player
Hey, whatever [love/pal]. Just make sure the captain doesn't catch you, pirates don't like stowaways much.	やあ、なにでもいいんだ。せんちょうにとらえまらないようにきをつけてください。かいぞくはみっこうしゃをあまりすきまないからね。	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
Brrrr! Its cold up here!	ブルルルル！ここはさむいよ！	dialogue	'Betty' B.Boppin	Player
You think this is cold? Up by Acheron it gets so cold that when you talk you see the words freeze in the air in front of you!	これがさむいとおもうか？アケロンのじょうでは、とてもさむいくなるので、はなしをするとことばがめのまえでくうちゅうにこおりつくのがみえるのよ。	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
REALLY?	ほんとうか？	dialogue	'Betty' B.Boppin	Player
Nah, not really. I was exaggerating for humourous effect. It is very very cold though!	いや、そんなわけないでしょう。ユーモアのためにだいげさにいったんだ。でもとてもさむい！	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
Sorry, can't stop, the Captain will have my guts for garters if he catches me slacking off talking to the stowaway.	ごめん、やめられないんだ。みっこうしゃとだらだらはなしているところをせんちょうにみつかったら、ないぞうをガーターにされちゃうからね。	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
I'm not a stowaway! I was invited aboard!	みっこうしゃではないよ！しょうたいされたんだよ！	dialogue	'Betty' B.Boppin	Player
Yeah, whatever [guy/lady], it doesn't really matter who you are I'll get in trouble!	そうだね、きみがだれであろうと、おれはトラブルにまきこみまれるよ！	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
Hello.	こんにちは。	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
So... You're a pirate, huh?	さて... かいぞくなんだろ？	dialogue	'Betty' B.Boppin	Player
It's what it says on my pay-packet at the end of the month.	げつまつのきゅうりょうめいさいにそうしょいてあるんだ。	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
How's that working out for you?	どうだ、うまくいっているか？	dialogue	'Betty' B.Boppin	Player
Pretty good so far. All the grog and loot that we can plunder, plus full medical including dental.	ここまではかなりいい。グロッグとせんりひんはすべてりゃくだつできるし、しかをふくみむいりょうひもぜんがくしきゅうされる。	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
You mean you have insurance?	ほけんにいりってるってこと？	dialogue	'Betty' B.Boppin	Player
Not as such. If any of us get sick we kidnap a doctor and don't let him go until we're better.	そうではない。びょうきになったらいしゃをゆうかいして、なおしるまではなしさない。	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
You'd be surprised what an incentive for expert health care that is.	それがせんもんてきないりょうにたいするだいきなどうきとなることにおどろきかれることでしょう。	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
I can imagine.	そうぞうできる。	dialogue	'Betty' B.Boppin	Player
Hello there. So what brings you aboard the Lady Zay?	こんにちは。レディ・ゼイにじょうせんしたりゆうは？	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
Well, I was planning on visiting the Moon Clan, but I have to say your ship is very impressive.	まあ、ムーンクランをほうもんするつもりだったが、おまえのふねはとてもいんしょうてきだといいわざるをえない。	dialogue	'Betty' B.Boppin	Player
Aye, she's a beauty alright! The Lady Zay has been my home for many hard months, through storm and sun, and she always gets us to here we were headed!	ああ、かのじょはほんとうにびしい！レディ・ゼイは、あらしのにちもたいようのにちも、きびしいかずヶつきのあいだ、わたしのいえだった！	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
Yes, she's certainly one of the finest boats I've seen on my travels!	そう、かのじょはわたしがたびさきでみたちゅうでもっともすばらしいらしいふねのひとつだ！	dialogue	'Betty' B.Boppin	Player
That she is [lad/lass], that she is.	かのじょはそうだ[おぼうちゃん/おじょうさん］、そうなんだ。	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
So how's life as a pirate?	かいぞくとしてのせいかつはどうだい？	dialogue	'Betty' B.Boppin	Player
What kind of question is that? How's life as a... I dunno. Whatever it is that you do for a living.	どんなしつもんですか？...としてのせいかつはどうですか？わからないよ。せいかつのためにしていることがなにであれ。	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
I'm a freelance troubleshooter.	わたしはフリーランスの トラブルシューターなんだ。	dialogue	'Betty' B.Boppin	Player
What does that entail then?	では、それはなにをいみするのか？	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
Mostly killing things for money and delivering items around the planet for people.	ぬしに、おきんのためにモノをころし、ひと々のためにちきゅうじょうにモノをとどける。	dialogue	'Betty' B.Boppin	Player
So how's that life?	それで、そのせいかつはどうだい？	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
Can't complain, can't complain...	もんくはいいえない、もんくはいいえない...	dialogue	'Betty' B.Boppin	Player
Well, there you go.	まあ、そうだろう。	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
Aren't you a little short for a pirate?	かいぞくにしてはせがていくないか？	dialogue	'Betty' B.Boppin	Player
My mother was a gnome. Apparently it was a very painful birth.	ははノームだった。とてもいたみいしゅっさんだったらしい。	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
More info than I wanted, thanks!	ほしいしかったいじょうのじょうほう、ありがとう！	dialogue	'Betty' B.Boppin	Player
ARGH! SOUND THE ALARM! STOWAWAY ON BOARD! STOWAWAY ON BOARD!	あーあ！けいほうをなきらせて！みっこうしゃがじょうせんちゅう！みっこうしゃがじょうせんちゅう！	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
No! I'm not a stowaway! Honest! I was invited here!	いや、ちがいう！みっこうしゃではないよ！しょうじきに！ここにしょうたいされたんだよ！	dialogue	'Betty' B.Boppin	Player
Oh, sorry, my mistake then.	ああ、もうしわけない、おれのミスだった。	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
Why, what do they usually look like?	ふだんはどんなかおをしている？	dialogue	'Betty' B.Boppin	Player
Erm... I've never actually met one...	あの... じっさいにかいったことはないけど...	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
Okay then...	それならいい。	dialogue	'Betty' B.Boppin	Player
Hello to you too.	こんにちは。	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
Yar! We be pirates, yar! Avast, ye scurvy land-lubbing lychee!	ヤー！おれたちはかいぞくだ、ヤー！アバスト、このぎたないうみぼとたちよ、ライチなんかめじゃないぜ！	dialogue	'Betty' B.Boppin	Player
Please don't talk like that, it is extremely irritating.	そんないいほうはやめてくれ、ひじょうにイライラする。	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
Also, please don't call me a lychee, whatever that may be.	あと、ライチとよびばないでください、それがなにであろうと。	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
Oh. Okay. Sorry.	ああ... わかった。すまん。	dialogue	'Betty' B.Boppin	Player
I feel a little sea-sick from this travelling.	このりょこうですこしふなよいいしたようなきがする。	dialogue	'Birds-Eye' Jack	Player
Well there's a good remedy for that.	それなら、いいちりょうほうがある。	dialogue	'Birds-Eye' Jack	'Birds-Eye' Jack
There is?	あるのか？	dialogue	'Birds-Eye' Jack	Player
Yes.	そうだ！	dialogue	'Birds-Eye' Jack	'Birds-Eye' Jack
What?	え？	dialogue	'Birds-Eye' Jack	Player
Swim.	およぎぐこと。	dialogue	'Birds-Eye' Jack	'Birds-Eye' Jack
Oh HA HA. Thanks for the help!	ああ、ハハハ。たすけてくれてありがとう！	dialogue	'Birds-Eye' Jack	Player
My pleasure.	どういたしまして。	dialogue	'Birds-Eye' Jack	'Birds-Eye' Jack
I was being sarcastic.	ひにくでいったんだよ。	dialogue	'Birds-Eye' Jack	Player
I know. So was I.	しってる。おれもそうだった。	dialogue	'Birds-Eye' Jack	'Birds-Eye' Jack
I'd like to access my bank account, please.	ぎんこうこうざにアクセスしたいのですが。	dialogue	'Birds-Eye' Jack	Player
I'd like to collect items.	アイテムをかいしゅうしたいんだ。	dialogue	'Birds-Eye' Jack	Player
I'd like to check my PIN settings.	あんしょうばんごうのせっていをかくにんしたい。	dialogue	'Birds-Eye' Jack	Player
What is this place?	ここはなにですか？	dialogue	'Birds-Eye' Jack	Player
This is a branch of the Bank of Gielinor. We have branches in many towns.	ここはギレノーぎんこうのしてんです。おおいくのまちにしてんがあります。	dialogue	'Birds-Eye' Jack	'Bird's-Eye' Jack
And what do you do?	それでなにをするんですか？	dialogue	'Birds-Eye' Jack	Player
We will look after your items and money for you. Leave your valuables with us if you want to keep them safe.	わたしたちはおきゃくさまのために、しょうひんとおきんをおあずけかりします。きちょうひんをあんぜんにほかんしたいばあいは、とうてんにおあずけください。	dialogue	'Birds-Eye' Jack	'Bird's-Eye' Jack
Hi.	こんにちは。	dialogue	'Birds-Eye' Jack	Player
How's Cyrisus? Where is he?	シリサスはげんきか？どこにいるんだ？	dialogue	'Birds-Eye' Jack	'Bird's-Eye' Jack
He's fine now. Back to full health.	いまはげんきだ。かんぜんなけんこうじょうたいにもどりった。	dialogue	'Birds-Eye' Jack	Player
Good, I'm pleased.	よかった、うれしいよ。	dialogue	'Birds-Eye' Jack	'Bird's-Eye' Jack
No problem.	もんだいないよ。	dialogue	'Birds-Eye' Jack	Player
Don't think that this means I like you now!	だからといって、わたしがいまあなたをきにいりったとおもいわないでほしい！	dialogue	'Birds-Eye' Jack	'Bird's-Eye' Jack
Look at my face.	わたしのかおをみて。	dialogue	'Birds-Eye' Jack	Player
Yes? What about it.	うん？それがどうした。	dialogue	'Birds-Eye' Jack	'Bird's-Eye' Jack
Does it look like I care?	きにしてるようにみえる？	dialogue	'Birds-Eye' Jack	Player
Not really.	そうでもない。	dialogue	'Birds-Eye' Jack	'Bird's-Eye' Jack
Well, there you go.	まあ、そうだろう。	dialogue	'Birds-Eye' Jack	Player
Using the bank	ぎんこうのしよう	dialogue	'Birds-Eye' Jack	'Birds-Eye' Jack
I'd like to access my bank account, please.	ぎんこうこうざにアクセスしたいのですが。	dialogue	'Birds-Eye' Jack	'Birds-Eye' Jack
I'd like to collect items.	アイテムをかいしゅうしたいんだ。	dialogue	'Birds-Eye' Jack	'Birds-Eye' Jack
I'd like to check my PIN settings.	あんしょうばんごうのせっていをかくにんしたい。	dialogue	'Birds-Eye' Jack	'Birds-Eye' Jack
What is this place?	ここはなにですか？	dialogue	'Birds-Eye' Jack	'Birds-Eye' Jack
Cyrisus in the mine	こうざんでのシリサス	dialogue	'Birds-Eye' Jack	'Birds-Eye' Jack
What's going on?	どうしたんだ？	dialogue	'Black-eye'	Player
Ah, we be building this 'ere tower. Lookin' good ain't it?	あああ、ここのとうをたてとんだ。いい、かんじじゃねーか？	dialogue	'Black-eye'	'Black-eye'
It does look pretty impressive, but what are you doing hanging around?	かなりいんしょうてきにみえるが、そのあたりをウロウロしてなにをしているんだ？	dialogue	'Black-eye'	Player
Tea break, naturally.	とうぜん、ティーブレイクだ。	dialogue	'Black-eye'	'Black-eye'
Naturally. Not sure why I asked.	とうぜんだ。なぜききいたのかはわからない。	dialogue	'Black-eye'	Player
Fancy some?	のみんでみたい？	dialogue	'Black-eye'	'Black-eye'
Tea? Sure.	おちゃ？もちろんだ。	dialogue	'Black-eye'	Player
You'll find a kettle in the box to the-	はこのちゅうにヤカンがいりっている。	dialogue	'Black-eye'	'Black-eye'
Erm...yeah...no...sorry...gotta go.	ええと...うん...いや...ごめん...いきかなきゃ。	dialogue	'Black-eye'	Player
Say, that's a nice helmet.	いいヘルメットだね。	dialogue	'Black-eye'	Player
Thank you - just as nice as the one in your bank!	ありがとうございます。あなたのぎんこうにあるのとおなじくらいすてきですよ！	dialogue	'Black-eye'	'Black-eye'
What do you do for fun on this ship? You know, when you're not doing pirate stuff.	このふねでのたのしいしみはなにですか？かいぞくこういをしていないときにね。	dialogue	'Eagle-eye' Shultz	Player
All sorts! Hide and seek, pin the patch on the pirate, walk the plank!	いろいろやってるよ！かくれんぼ、かいぞくのワッペンをとめる、いたをあるきく！	dialogue	'Eagle-eye' Shultz	'Eagle-eye' Shultz
What a life! Wait a minute. 'Walk the plank'? Surely that's a bit dangerous?	なんというじんせいだろう！ちょっとまちって。「いたをあるきく」？たしかにそれはすこしきけんだは？	dialogue	'Eagle-eye' Shultz	Player
Well of course, but where's the fun without a few deaths?	もちろんそうだが、しにんがでないとおもしろくないだろ？	dialogue	'Eagle-eye' Shultz	'Eagle-eye' Shultz
I think I'll stick to Runelink.	ルーンリンクにこだわるとおもう。	dialogue	'Eagle-eye' Shultz	Player
What are you up to?	なにをしているんだ？	dialogue	'Gummy'	Player
Rock, Paper, Scissors. Can't you tell?	ジャンケンだ。ぶんからないの？	dialogue	'Gummy'	'Gummy'
It was more of a rhetorical question.	しゅうじてきなしつもんだった。	dialogue	'Gummy'	Player
Rhetora-what?	シュウジってなに？	dialogue	'Gummy'	'Gummy'
Shouldn't you be working?	しごとしなくていいの？	dialogue	'Gummy'	Player
We are. It's team building.	してるんだよ。チームビルディングだ。	dialogue	'Gummy'	'Gummy'
Why, hello there!	やあ、こんにちは！	dialogue	'Gummy'	Player
What do you want?	なにがおのぞみですか？	dialogue	'Gummy'	'Gummy'
Clothing.	いふく。	dialogue	'Gummy'	Player
Nope. Need mine.	いや。わたしのもひつようだ。	dialogue	'Gummy'	'Gummy'
Ah, come on. You know you want to give me free stuff.	あぁ、たのみむよ。タダでくれるんだろ？	dialogue	'Gummy'	Player
Stop bothering me, can't you see I'm busy!	じゃましないでよ、わたしがいそがしいのがわからないの？	dialogue	'Gummy'	'Gummy'
Yes, VERY busy I'm sure.	ああ、とてもいそがしいのはたしかだね。	dialogue	'Gummy'	Player
Okay, okay.	わかった、わかったよ！	dialogue	'Gummy'	'Gummy'
The other day I was drying my clothes on a line down by the shore. A storm hit and some of my clothing went missing.	せんじつ、わたしはかいがんでせんたくものをほしていた。あらしにみまいわれ、いふくのいちぶがなくなってしまった。	dialogue	'Gummy'	'Gummy'
Likely story. Sure you weren't skinny dipping?	ありそうなはなしだ。ほんとうにはだかでおよぎいでいなかったのか？	dialogue	'Gummy'	Player
Just go look and leave me be! Search around the tower and you may find them.	みてくるだけでいい、はなしっておいてくれ！タワーのまわりをさがしせばみつかるかもしれない。	dialogue	'Gummy'	'Gummy'
You winning?	かちっているのか？	dialogue	'Gummy'	Player
It's a draw at the moment. First it was best of three, then it was best of five.	げんじてんではひきぶんけだ。さいしょはベスト3、つぎはベスト5だった。	dialogue	'Gummy'	'Gummy'
And now?	それでいまは？	dialogue	'Gummy'	Player
Best of a hundred and one.	ベスト101だ。	dialogue	'Gummy'	'Gummy'
Hello.	こんにちは。	dialogue	'Lecherous' Lee	Player
So how's life as a pirate?	かいぞくとしてのせいかつはどうだい？	dialogue	'Lecherous' Lee	Player
What kind of question is that? How's life as a... I dunno. Whatever it is that you do for a living.	どんなしつもんですか？...としてのせいかつはどうですか？わからないよ。せいかつのためにしていることがなにであれ。	dialogue	'Lecherous' Lee	'Lecherous' Lee
I'm a freelance troubleshooter.	わたしはフリーランスの トラブルシューターなんだ。	dialogue	'Lecherous' Lee	Player
What does that entail then?	では、それはなにをいみするのか？	dialogue	'Lecherous' Lee	'Lecherous' Lee
Mostly killing things for money and delivering items around the planet for people.	ぬしに、おきんのためにモノをころし、ひと々のためにちきゅうじょうにモノをとどける。	dialogue	'Lecherous' Lee	Player
I collect stuff.	わたしはものをあつめている。	dialogue	'Lecherous' Lee	Player
So how's that life?	それで、そのせいかつはどうだい？	dialogue	'Lecherous' Lee	'Lecherous' Lee
Can't complain, can't complain...	もんくはいいえない、もんくはいいえない...	dialogue	'Lecherous' Lee	Player
Well, there you go.	まあ、そうだろう。	dialogue	'Lecherous' Lee	'Lecherous' Lee
Aren't you a little short for a pirate?	かいぞくにしてはせがていくないか？	dialogue	'Lecherous' Lee	Player
My mother was a gnome. Apparently it was a very painful birth.	ははノームだった。とてもいたみいしゅっさんだったらしい。	dialogue	'Lecherous' Lee	'Lecherous' Lees
More info than I wanted, thanks!	ほしいしかったいじょうのじょうほう、ありがとう！	dialogue	'Lecherous' Lee	Player
Sorry, can't stop, the Captain will have my guts for garters if he catches me slacking off talking to the stowaway.	ごめん、やめられないんだ。みっこうしゃとだらだらはなしているところをせんちょうにみつかったら、ないぞうをガーターにされちゃうからね。	dialogue	'Lecherous' Lee	'Lecherous' Lee
I'm not a stowaway! I was invited aboard!	みっこうしゃではないよ！しょうたいされたんだよ！	dialogue	'Lecherous' Lee	Player
Yeah, whatever [guy/lady], it doesn't really matter who you are I'll get in trouble!	そうだね、きみがだれであろうと、おれはトラブルにまきこみまれるよ！	dialogue	'Lecherous' Lee	'Lecherous' Lee
You know, I've always wondered what life as a pirate actually entails.	かいぞくとしてのせいかつがじっさいどのようなものなのか、わたしはずっとぎもんにおもっていました。	dialogue	'Lecherous' Lee	Player
